idx,bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
18071,0.5,AS,1504,End-Customer,Enterprise,,purchasing,177,Quotation or purchase consultation,chiller,,,manager,LGEEG,,,,51,False
56253,0.75,ID,26530,End-Customer,Enterprise,,administrative,80,Quotation or Purchase Consultation,video wall signage,,,none,LGESP,less than 3 months,retail,Fashion,279,True
16694,0.25,AS,47466,End-Customer,Enterprise,19.0,,24,Quotation or purchase consultation,rac,,,none,LGEIL,,,,90,False
58730,0.25,ID,6142,End-Customer,SMB,,sales,3,Quotation or Purchase Consultation,,,,none,LGEUS,,factory,,194,False
31277,1.0,ID,10115,End Customer,SMB,,information technology,233,Quotation or Purchase Consultation,led signage,,,other,LGECL,less than 3 months,corporate / office,Construction,580,False
3373,0.75,ID,42583,Channel Partner,SMB,,sales executive,149,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
56259,1.0,ID,40772,End Customer,Enterprise,,business development,109,Quotation or Purchase Consultation,signage care solution,,,ceo/founder,LGEMS,less than 3 months,retail,Hyper Market & Grocery,257,True
47001,0.75,AS,9184,Specifier/ Influencer,Enterprise,,product management,27,Quotation or purchase consultation,ventilation,,,ceo/founder,LGEPR,3 months ~ 6 months,,,125,False
53895,0.25,ID,21321,Channel Partner,Enterprise,,,45,Quotation or Purchase Consultation,,,,none,LGECB,,education,,344,False
31867,1.0,ID,20046,End-Customer,Enterprise,,finance,29,Quotation or Purchase Consultation,hotel tv,,,director,LGESP,less than 3 months,,,487,True
36426,1.0,AS,8822,Engineer,SMB,,engineering,3,Quotation or purchase consultation,vrf,,,ceo/founder,LGECB,3 months ~ 6 months,,,650,False
31365,1.0,ID,7135,Specifier/ Influencer,SMB,,operations,25,Quotation or purchase consultation,standard signage,UH5F-H Series,49UH5F-H,manager,LGECL,less than 3 months,corporate / office,Consulting,580,False
47274,0.25,AS,5794,Home Owner,Enterprise,0.0,,105,Quotation or Purchase Consultation,,,,none,LGEIS,,,,341,False
1580,1.0,IT,6657,End-Customer,SMB,,information technology,246,Quotation or Purchase Consultation,pc,,,manager,LGESL,3 months ~ 6 months,corporate / office,Others,395,False
3033,0.75,ID,23515,End-Customer,SMB,,project manager,103,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
35724,0.5,AS,18771,Consultant,SMB,0.0,consulting,10,Quotation or purchase consultation,etc.,,,associate/analyst,LGEPH,,,,16,True
2595,0.75,ID,40671,End-Customer,SMB,,information technology,730,Technical Consultation,video wall signage,"55"" 500 nits FHD Slim Bezel Video Wall",55VM5J-H,associate/analyst,LGEUS,3 months ~ 6 months,,,152,True
52337,0.25,IT,37748,End Customer,SMB,,,28,Quotation or Purchase Consultation,,,,none,LGEUS,,,,436,False
47280,0.25,AS,33350,Home Owner,Enterprise,,,203,Quotation or Purchase Consultation,,,,none,LGEIS,,,,341,False
54012,1.0,AS,18916,End Customer,Enterprise,,administrative,213,Quotation or Purchase Consultation,vrf,,,manager,LGEPR,more than a year,education,Higher Education (College & University),741,False
34767,0.5,ID,27495,End-Customer,Enterprise,16.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
36475,1.0,AS,29114,Specifier/ Influencer,SMB,,engineering,3,Quotation or Purchase Consultation,control,,,ceo/founder,LGEPS,more than a year,,,654,False
54815,0.25,IT,11888,End Customer,SMB,0.0,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,True
35980,1.0,AS,36996,End-Customer,SMB,,program and project management,123,Quotation or purchase consultation,single-split,,,partner,LGESP,more than a year,,,23,False
34782,0.5,ID,19047,End-Customer,SMB,6.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
17658,0.5,AS,36140,End-Customer,SMB,,sales,171,Quotation or purchase consultation,single-split,,,associate/analyst,LGEGF,,,,24,False
54375,0.25,IT,44055,End-Customer,SMB,2.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Hospital,436,True
21284,0.25,IT,31874,End Customer,SMB,,,29,Quotation or Purchase Consultation,,,,none,LGEUS,,,,374,False
23660,0.75,AS,28931,End-Customer,Enterprise,,education,66,Usage or technical consultation,multi-split,,,partner,LGEIL,less than 3 months,education,Institute & Academy,2,False
45075,1.0,AS,33135,Specifier/ Influencer,Enterprise,117.0,education,29,Usage or Technical Consultation,ventilation,,,intern,LGEPS,3 months ~ 6 months,,,81,False
3136,0.75,ID,39726,End-Customer,SMB,,global lead of production,90,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
49042,0.5,IT,33491,End-Customer,SMB,,radiology professional,3,Quotation or Purchase Consultation,medical display,Diagnostic Monitors​,UltraFine Ergo(32UN880),none,LGEKR,,,,789,False
24313,1.0,ID,20647,End Customer,Enterprise,5.0,consulting,2,Quotation or Purchase Consultation,hotel tv,4K UHD Smart TV,65UQ801C (INDIA),associate/analyst,LGEIL,less than 3 months,residential (home),Villa / Single-Family Home,165,False
52040,0.25,IT,14687,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,374,False
3142,0.75,ID,41234,Channel Partner,Enterprise,,project manager / estimator,185,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
30307,1.0,ID,45665,End-Customer,Enterprise,,administrative,78,Quotation or Purchase Consultation,standard signage,SM3G Series,22SM3G-B,partner,LGESP,less than 3 months,corporate / office,Advertising,278,False
23799,1.0,ID,30806,End Customer,SMB,,engineering,477,Quotation or Purchase Consultation,hotel tv,4K UHD Hospitality TV with Pro:Centric Direct,65UR767H (EU),vice president,LGEUS,9 months ~ 1 year,hospital & health care,Hospital,541,False
54335,1.0,ID,16914,Channel Partner,SMB,,purchasing,79,Quotation or Purchase Consultation,hospital tv,UT672M series,43UT672M (NA),manager,LGEUS,less than 3 months,hospital & health care,General Hospital,541,False
54836,0.25,IT,9845,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
11484,0.5,ID,338,End-Customer,Enterprise,,manager,115,Quotation or purchase consultation,,,,none,LGEUS,less than 3 months,,,194,False
30267,1.0,ID,10562,End-Customer,SMB,,operations,72,Quotation or Purchase Consultation,one:quick series,One:Quick Works,55CT5WJ,director,LGEMS,less than 3 months,corporate / office,Construction,189,False
29472,0.75,AS,21270,End-Customer,SMB,,engineering,375,Quotation or purchase consultation,vrf,,,partner,LGETK,,corporate / office,,103,False
54934,0.25,IT,44238,End Customer,SMB,0.0,,33,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,835,False
22551,1.0,AS,1857,Specifier/ Influencer,Enterprise,,engineering,4,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGEMS,3 months ~ 6 months,special purpose,Mixed-use (Multi Complex),42,False
46699,0.5,AS,47466,End Customer,Enterprise,16.0,,126,Quotation or Purchase Consultation,etc.,,,none,LGECL,less than 3 months,,,728,False
45901,0.5,AS,26048,End Customer,Enterprise,,administrative,57,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGESP,,,,97,False
31422,0.75,ID,19898,End Customer,SMB,,information technology,490,Quotation or Purchase Consultation,video wall signage,"55"" 700 nits FHD 0.44mm Even Bezel Video Wall",55VSH7J,manager,LGESJ,less than 3 months,corporate / office,Engineering,153,False
17823,0.25,AS,47466,End-Customer,Enterprise,3.0,,107,Quotation or purchase consultation,rac,,,none,LGEGF,,,,25,False
18440,0.25,AS,47466,End-Customer,Enterprise,11.0,,65,Quotation or purchase consultation,etc.,,,none,LGEUS,,,,27,False
35613,0.75,AS,19079,Specifier/ Influencer,Enterprise,,engineering,99,Quotation or purchase consultation,vrf,,,c-level executive,LGEAF,,,,602,True
20040,0.25,AS,47466,End Customer,Enterprise,11.0,,75,Quotation or Purchase Consultation,etc.,,,none,LGEUS,,,,730,False
19554,0.25,AS,47466,End Customer,Enterprise,19.0,,26,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
11064,0.75,ID,187,End-Customer,SMB,,marketing,106,Quotation or purchase consultation,high brightness signage,Window Facing Display,49XS2E,director,LGEUS,less than 3 months,,,205,False
57326,0.25,AS,33651,Installer/Contractor,SMB,,,3,Quotation or purchase consultation,,,,none,LGETH,,retail,,753,False
26268,1.0,ID,45908,End-Customer,SMB,,entrepreneurship,357,Quotation or Purchase Consultation,oled signage,Transparent OLED Touch Signage,55EW5TK-A,ceo/founder,LGEUK,less than 3 months,retail,Electronics & Telco,185,False
34409,0.25,ID,43987,Channel Partner,Enterprise,,sales,6,Quotation or Purchase Consultation,ledallinone,,,none,LGECB,,,,344,False
16909,0.25,AS,2853,Specifier/ Influencer,Enterprise,5.0,engineering,2,Quotation or purchase consultation,,,,none,LGEIL,,,,675,False
56980,1.0,ID,10043,Channel Partner,SMB,,sales,96,Quotation or Purchase Consultation,interactive signage,UHD IR-type Touch CreateBoard,86TR3PJ-B,other,LGESP,less than 3 months,retail,Electronics & Telco,279,False
28861,1.0,IT,38635,End Customer,Enterprise,,information technology,245,Request for Distributorship,monitor,,,associate/analyst,LGEUS,3 months ~ 6 months,power plant / renewable energy,,540,False
15068,0.5,AS,3950,End-Customer,Enterprise,,other,260,Quotation or purchase consultation,etc.,,,other,LGEPH,,,,28,False
19527,0.25,AS,47466,End Customer,Enterprise,19.0,,5,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
45655,0.75,AS,16632,Specifier/ Influencer,Enterprise,,engineering,3,,vrf,,,partner,LGEPR,less than 3 months,,,125,False
26258,1.0,ID,16852,End Customer,SMB,,sales,132,Quotation or Purchase Consultation,led signage,,,director,LGEAP,less than 3 months,retail,,168,False
3146,0.75,ID,26804,End-Customer,SMB,,user,199,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
57425,1.0,AS,21082,End Customer,Enterprise,,purchasing,17,Quotation or Purchase Consultation,etc.,,,manager,LGESP,more than a year,retail,Other Stores,97,False
28597,0.75,ID,23385,End-Customer,Enterprise,,product management,28,Quotation or Purchase Consultation,standard signage,Full HD Standard Signage,32SM5J-B,associate/analyst,LGEIL,less than 3 months,factory,Manufacturing Factory / Plant,174,False
30193,1.0,ID,21187,End-Customer,Enterprise,,purchasing,97,Quotation or Purchase Consultation,video wall signage,,,director,LGESP,3 months ~ 6 months,corporate / office,,487,True
54441,0.5,IT,21075,End Customer,SMB,,clinic,268,Quotation or Purchase Consultation,,All Monitors,24CN670N-6N,manager,LGEDG,,hospital & health care,,429,True
31460,1.0,IT,34276,End-Customer,SMB,,administrative,200,Quotation or Purchase Consultation,monitor,,,associate/analyst,LGECB,less than 3 months,corporate / office,Developer/Property,837,True
36398,1.0,AS,11453,Specifier/ Influencer,Enterprise,,engineering,70,Trainings,vrf,,,entry level,LGESP,less than 3 months,,,97,False
12526,0.75,ID,35113,End Customer,Enterprise,,other,54,Quotation or Purchase Consultation,accessories,,,none,LGEUS,less than 3 months,,,329,False
3253,1.0,ID,28594,Channel Partner,SMB,,entrepreneurship,59,Request for Partnership,standard signage,UH5F Series,98UH5F-B,ceo/founder,LGEGF,less than 3 months,,,153,False
22723,0.75,ID,41416,Service Partner,Enterprise,,education,90,Quotation or purchase consultation,interactive signage,Interactive Digital Board,,other,LGEIL,less than 3 months,education,Higher Education (College & University),265,True
12677,1.0,ID,7212,End Customer,Enterprise,,business development,95,Quotation or Purchase Consultation,oled signage,,,ceo/founder,LGEPS,less than 3 months,,,239,False
286,0.5,AS,29589,End-Customer,SMB,,product management,112,Quotation or purchase consultation,vrf,,,other,LGEUS,,corporate / office,Others,27,False
1205,0.5,ID,41316,End-Customer,SMB,,program and project management,209,Quotation or purchase consultation,interactive signage,UHD IR-type Touch CreateBoard,86TR3PJ-B,none,LGESJ,less than 3 months,corporate / office,Finance,245,False
26098,0.75,ID,24416,Service Partner,SMB,,program and project management,103,Quotation or purchase consultation,video wall signage,Ultra Narrow Bezel Video Wall,55LV77D,manager,LGEMS,less than 3 months,retail,Others,214,False
54749,0.25,IT,1013,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
18426,0.25,AS,47466,End-Customer,Enterprise,11.0,,51,Quotation or purchase consultation,multi-split,,,none,LGEUS,,,,27,False
13145,0.5,ID,24404,Channel Partner,SMB,1.0,,222,Quotation or Purchase Consultation,,,,none,LGEUS,3 months ~ 6 months,,,370,False
57520,1.0,AS,32732,Corporate,Enterprise,1.0,engineering,21,Product Information,vrf,,,entry level,LGEMS,3 months ~ 6 months,retail,Other Stores,42,False
37382,0.25,AS,36690,Specifier/ Influencer,Enterprise,1.0,other,3,Quotation or purchase consultation,,,,none,LGEIL,,,,21,False
53102,0.5,AS,26864,End-Customer,Enterprise,,sales,616,Quotation or purchase consultation,multi-split,,,ceo/founder,LGESP,,special purpose,Others,38,False
18414,0.5,AS,12664,End-Customer,Enterprise,,other,46,Quotation or purchase consultation,multi-split,,,other,LGEUS,,,,27,False
734,0.75,ID,25345,End-Customer,Enterprise,,marketing,45,Quotation or purchase consultation,video wall signage,"49"" 500 nits FHD Slim Bezel Video Wall",110UM5J,none,LGEIN,3 months ~ 6 months,corporate / office,Advertising,253,False
53038,1.0,AS,27283,End-Customer,SMB,,sales,372,Quotation or purchase consultation,single-split,,,other,LGESP,more than a year,special purpose,Others,38,False
56680,0.5,ID,26428,End-Customer,Enterprise,,administrative,43,Quotation or Purchase Consultation,,,,manager,LGECL,,retail,,357,False
12390,1.0,ID,44839,End Customer,SMB,,business development,88,Quotation or Purchase Consultation,hotel tv,,,manager,LGEGF,less than 3 months,,,319,False
28258,0.75,AS,37190,End-Customer,SMB,,other,382,Quotation or purchase consultation,chiller,,,associate/analyst,LGESJ,less than 3 months,factory,Chemical Factory / Plant,118,True
13216,0.25,ID,2434,End-Customer,Enterprise,,engineering,187,Quotation or purchase consultation,led signage,Premium Slim Series,,none,LGESJ,,,,295,False
47784,1.0,AS,14674,Specifier/ Influencer,SMB,0.0,engineering,192,Product Information,single-split,,,associate/analyst,LGECL,less than 3 months,,,124,False
47972,1.0,AS,40373,End Customer,SMB,,program and project management,153,Quotation or Purchase Consultation,,,,ceo/founder,LGEIS,3 months ~ 6 months,,,1031,False
54421,1.0,IT,17401,Service Partner,Enterprise,,engineering,21,Request for Distributorship,monitor,,,partner,LGEIL,less than 3 months,hospital & health care,General Hospital,415,False
25011,1.0,ID,26262,Specifier / Influencer,SMB,,engineering,45,Quotation or Purchase Consultation,video wall signage,"55"" 700 nits FHD 0.44mm Even Bezel Video Wall",55VSH7J,associate/analyst,LGEUS,less than 3 months,government department,Military,152,True
23477,1.0,ID,42588,End-Customer,Enterprise,,education,34,Quotation or purchase consultation,interactive signage,TR3BF Series,65TR3BF-B,ceo/founder,LGEIL,more than a year,education,Higher Education (College & University),277,False
16615,0.25,AS,47466,End-Customer,Enterprise,19.0,,78,Quotation or purchase consultation,rac,,,none,LGEIL,,,,88,False
45499,1.0,AS,23276,Specifier/ Influencer,SMB,,information technology,18,Services,control,,,director,LGEMS,3 months ~ 6 months,,,42,False
19328,0.5,AS,25290,Consultant,Enterprise,,engineering,27,Quotation or Purchase Consultation,chiller,,,director,LGEPH,,,,0,False
55582,0.5,AS,11358,End-Customer,Enterprise,,human resources,215,Quotation or purchase consultation,multi-split,,,partner,LGESP,,residential (home),Apartment,23,False
29281,1.0,AS,33874,End-Customer,Enterprise,,sales,123,Quotation or purchase consultation,etc.,,,other,LGEIN,9 months ~ 1 year,corporate / office,Others,63,False
10248,0.5,ID,12556,Channel Partner,Enterprise,,other,41,Quotation or Purchase Consultation,hotel tv,4K UHD Smart TV,65UQ801C (INDIA),none,LGEIL,less than 3 months,,,222,False
58995,1.0,IT,14746,End Customer,Enterprise,,railway & metro station,12,Quotation or Purchase Consultation,laptop,,,associate/analyst,LGEDG,less than 3 months,transportation,,392,False
26451,0.5,ID,32512,Channel Partner,SMB,,business development,98,Quotation or Purchase Consultation,one:quick series,One:Quick Flex,43HT3WJ,partner,LGEHK,,retail,,337,True
37724,0.5,AS,15669,End-Customer,Enterprise,,healthcare services,51,Quotation or purchase consultation,single-split,,,ceo/founder,LGESP,,,,97,False
2849,0.5,ID,46844,End-Customer,SMB,,engineering,43,Quotation or purchase consultation,one:quick series,One:Quick Flex,43HT3WJ,none,LGEIL,,,,174,False
21373,0.25,IT,5040,Channel Partner,SMB,1.0,,27,Quotation or Purchase Consultation,,,,none,LGEUS,,,,436,False
23175,0.5,ID,25614,End-Customer,Enterprise,0.0,education,53,Quotation or purchase consultation,interactive digital board,TC3D Series,75TC3D,ceo/founder,LGEIL,,education,Institute & Academy,174,False
13547,0.5,AS,27716,End-Customer,Enterprise,40.0,engineering,29,Quotation or purchase consultation,vrf,,,manager,LGEPH,,,,29,True
36531,1.0,AS,21876,Specifier/ Influencer,Enterprise,,sales,3,Other,vrf,,,other,LGEPS,3 months ~ 6 months,,,654,False
54864,0.25,IT,37417,End Customer,Enterprise,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,True
34891,0.5,ID,28539,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,6 months ~ 9 months,,,194,False
30220,0.5,ID,8107,Service Partner,SMB,,other,175,Quotation or Purchase Consultation,video wall signage,,,other,LGESP,,corporate / office,,278,True
11990,0.5,ID,20759,End-Customer,SMB,,administrative,177,Quotation or purchase consultation,oled signage,Transparent OLED Signage,,none,LGESL,less than 3 months,,,198,False
19849,0.25,AS,47466,End Customer,Enterprise,115.0,,135,Quotation or Purchase Consultation,multi-split,,,none,LGETH,,,,753,False
54046,1.0,AS,33165,End Customer,SMB,,information technology,39,Quotation or Purchase Consultation,multi-split,,,manager,LGESP,more than a year,education,Others,97,False
3131,0.75,ID,8977,End-Customer,SMB,,the person with the credit card,102,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
38544,0.5,AS,14577,End-Customer,Enterprise,,engineering,120,Quotation or purchase consultation,multi-split,,,other,LGESP,,,,38,False
15800,0.5,AS,22388,Specifier/ Influencer,SMB,,consulting,93,Quotation or purchase consultation,rac,,,entry level,LGEEF,,,,54,False
12400,1.0,ID,39676,End Customer,SMB,,marketing,176,Quotation or Purchase Consultation,led signage,Transparent LED Film,,manager,LGEUK,less than 3 months,,,185,False
1598,1.0,IT,35290,End-Customer,SMB,,information technology,756,Quotation or Purchase Consultation,monitor,,,ceo/founder,LGEDG,6 months ~ 9 months,corporate / office,Manufacturing,385,False
22978,1.0,ID,6209,End-Customer,SMB,,,29,Quotation or purchase consultation,interactive digital board,,,director,LGEIL,3 months ~ 6 months,education,,174,False
15447,0.25,AS,47466,End-Customer,Enterprise,115.0,,43,Quotation or purchase consultation,multi-split,,,none,LGEPH,,,,83,False
57292,0.75,AS,16543,Specifier/ Influencer,SMB,,operations,184,Quotation or purchase consultation,rac,,,entry level,LGESP,more than a year,retail,,97,False
57476,1.0,AS,6946,Specifier/ Influencer,Enterprise,,entrepreneurship,129,Quotation or Purchase Consultation,single-split,,,ceo/founder,LGECB,more than a year,retail,Other Stores,101,False
21472,0.25,IT,45839,End Customer,SMB,,,23,Quotation or Purchase Consultation,,,,none,LGEUS,,,,831,True
30025,1.0,AS,9853,End-Customer,SMB,,business development,921,Product Information,etc.,,,ceo/founder,LGEDG,3 months ~ 6 months,corporate / office,Distribution Center,126,False
24108,0.25,IT,47466,End Customer,Enterprise,0.0,,94,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Hospital,833,True
34111,0.75,ID,22906,End-Customer,Enterprise,,business development,24,Quotation or Purchase Consultation,standard signage,UHD TV Signage,75UR640S (NA),partner,LGEIL,less than 3 months,,,174,False
54882,0.25,IT,15821,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
10895,0.5,ID,26481,End-Customer,Enterprise,,engineering,172,Quotation or Purchase Consultation,led signage,Ultra Light Series,GSCD069,ceo/founder,LGECB,,,,344,False
28994,1.0,ID,15441,Channel Partner,Enterprise,45.0,engineering,4,Technical Consultation,high brightness signage,Curvable OLED Signage,55EF5F-L,entry level,LGEUK,6 months ~ 9 months,transportation,Sea Passenger Terminal / Port,185,False
34648,0.5,ID,10876,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
57050,0.5,ID,20737,End-Customer,SMB,,,6,Quotation or Purchase Consultation,,,,manager,LGECL,,retail,,580,False
12387,1.0,ID,24810,End Customer,Enterprise,,other,60,Quotation or Purchase Consultation,standard signage,,,partner,LGEAP,less than 3 months,,,157,False
13308,0.5,ID,9466,End-Customer,Enterprise,3.0,other,73,Quotation or purchase consultation,standard signage,UH5F-H Series,86UH5F-H,none,LGECH,less than 3 months,,,511,False
21307,0.25,IT,13731,End Customer,SMB,,,29,Quotation or Purchase Consultation,,,,none,LGEUS,,,,374,False
30318,1.0,ID,10149,Channel Partner,SMB,,marketing,259,Quotation or Purchase Consultation,standard signage,UH5F-H Series,75UH5F-H,ceo/founder,LGEPR,6 months ~ 9 months,corporate / office,Others,190,False
21448,0.25,IT,14534,End Customer,Enterprise,,,23,Quotation or Purchase Consultation,,,,none,LGEUS,,,,831,False
52316,0.25,IT,35964,End Customer,Enterprise,,,28,Quotation or Purchase Consultation,,,,none,LGEUS,,,,436,False
54230,1.0,AS,33990,Specifier/ Influencer,Enterprise,,marketing,66,Quotation or Purchase Consultation,vrf,,,director,LGEIN,less than 3 months,hospital & health care,General Hospital,658,False
31624,1.0,IT,36389,Channel Partner,SMB,,sales,53,Quotation or Purchase Consultation,medical display,Clinical Review Monitors,,partner,LGECL,less than 3 months,corporate / office,IT/Software,982,False
34149,0.5,ID,35935,End-Customer,Enterprise,,entrepreneurship,247,Quotation or Purchase Consultation,hotel tv,,,ceo/founder,LGESP,,,,488,False
21624,0.5,IT,25961,End Customer,SMB,,,95,Quotation or Purchase Consultation,,,,decision maker,LGEUS,,,,374,False
55201,0.75,AS,35607,End-Customer,SMB,,business development,52,Quotation or purchase consultation,rac,,,c-level executive,LGESP,,residential (home),Apartment,38,False
44615,0.75,AS,29301,Specifier/ Influencer,Enterprise,,finance,3,Product Information,vrf,,,manager,LGEMS,,,,42,False
24104,0.25,IT,28847,End Customer,SMB,,,212,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Hospital,834,False
58117,0.25,ID,29684,End Customer,Enterprise,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,hotel & accommodation,Cruise,570,False
21240,0.25,IT,24081,End Customer,SMB,,,29,Quotation or Purchase Consultation,,,,none,LGEUS,,,,374,False
23470,1.0,ID,18623,Channel Partner,SMB,,administrative,43,Quotation or Purchase Consultation,interactive signage,TR3DJ Series,75TR3DJ,partner,LGEPR,less than 3 months,education,K12 Kindergarten & Schools,190,True
11454,0.5,ID,23312,End-Customer,SMB,,,51,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
35424,0.0,ID,11427,End-Customer,Enterprise,,other,16,,one:quick series,,,none,LGEPL,,,,343,False
57698,0.25,IT,25899,End Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,retail,Other Stores,435,False
21368,0.25,IT,5026,Channel Partner,SMB,,,29,Quotation or Purchase Consultation,,,,none,LGEUS,,,,310,True
22276,1.0,ID,21290,End-Customer,Enterprise,,other,498,Quotation or Purchase Consultation,led signage,Transparent LED Film,LAT140,ceo/founder,LGEUS,less than 3 months,special purpose,Mixed-use (Multi Complex),369,False
15574,0.5,AS,44431,Specifier/ Influencer,Enterprise,,,31,Sales Inquiry,vrf,,,none,LGEPH,3 months ~ 6 months,,,46,False
14651,0.5,AS,13743,Specifier/ Influencer,Enterprise,,engineering,24,Sales Inquiry,multi-split,,,manager,LGEPH,,,,29,False
12974,0.5,ID,26122,End Customer,SMB,,healthcare services,33,Quotation or Purchase Consultation,video wall signage,LV35A Series,55LV35A,none,LGEUK,less than 3 months,,,185,False
478,1.0,ID,8898,Service Partner,Enterprise,,purchasing,141,Technical Consultation,high brightness signage,Outdoor Display,,partner,LGEIL,less than 3 months,corporate / office,Construction,164,False
42491,0.25,AS,47466,End-Customer,Enterprise,3.0,,25,Quotation or purchase consultation,heating,,,none,LGETK,,,,103,False
25749,0.5,ID,46468,Channel Partner,Enterprise,,engineering,3,Request for Partnership,high brightness signage,Window Facing ,75XS4G,manager,LGEIL,,retail,Luxury(Watch/Jewelry Shop),174,False
52076,0.25,IT,32718,End-Customer,Enterprise,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,374,False
19154,1.0,AS,42407,End Customer,SMB,,engineering,151,Quotation or Purchase Consultation,vrf,,,others,LGEIL,3 months ~ 6 months,hotel & accommodation,Hotel,116,True
56953,0.5,ID,27537,Channel Partner,SMB,,sales,58,Quotation or Purchase Consultation,high brightness signage,Window Facing Display,55XS4F-B,none,LGEPL,,retail,,518,False
54711,0.25,IT,22177,End Customer,SMB,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
9935,0.25,ID,20911,End-Customer,Enterprise,,education,7,Quotation or purchase consultation,interactive signage,,,none,LGEIL,,,,174,False
15433,0.25,AS,47466,End-Customer,Enterprise,115.0,,120,Quotation or purchase consultation,multi-split,,,none,LGEPH,,,,16,False
56501,1.0,ID,23121,Specifier/ Influencer,Enterprise,,engineering,35,Quotation or Purchase Consultation,hotel tv,4K UHD Hospitality TV with Pro:Centric Direct,50UR770H (NA),manager,LGECB,less than 3 months,retail,Electronics & Telco,344,False
1646,0.75,IT,17222,End-Customer,SMB,,finance,192,Quotation or Purchase Consultation,monitor,,,ceo/founder,LGEUK,less than 3 months,corporate / office,Consulting,391,False
56507,1.0,ID,15000,End-Customer,Enterprise,,business development,53,Quotation or Purchase Consultation,special signage,Ultra Stretch Signage,86BH5F-M,partner,LGEAR,less than 3 months,retail,,191,False
54406,0.75,IT,14187,End-Customer,Enterprise,,radiology professional,122,Quotation or Purchase Consultation,monitor,,32hl512D,partner,LGECB,less than 3 months,hospital & health care,Others,837,False
28502,1.0,ID,38593,Channel Partner,Enterprise,,entrepreneurship,480,Request for Partnership,video wall signage,"55"" 700 nits FHD 0.44mm Even Bezel Video Wall",55VSH7J,partner,LGEIL,less than 3 months,factory,Manufacturing Factory / Plant,174,False
52048,0.25,IT,43142,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,374,False
51468,0.25,IT,3112,End-Customer,SMB,,purchasing,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,393,False
25458,0.75,ID,40562,Channel Partner,SMB,,administrative,89,Quotation or Purchase Consultation,interactive signage,Createboard,86TR3PJ,none,LGEUS,less than 3 months,retail,Car Dealership,159,False
53449,0.75,IT,10609,End-Customer,SMB,,others,125,Usage or Technical Consultation,laptop,,,none,LGEDG,less than 3 months,special purpose,,392,False
12065,0.75,ID,23326,Channel Partner,Enterprise,,information technology,6,Technical Consultation,video wall signage,LV35A Series,55LV35A,none,LGEUK,3 months ~ 6 months,,,185,False
24760,0.5,AS,35482,End-Customer,Enterprise,,other,238,Quotation or purchase consultation,etc.,,,other,LGEUS,,residential (home),Townhouse,27,False
18799,1.0,AS,4752,Developer,Enterprise,0.0,program and project management,29,Quotation or Purchase Consultation,chiller,,,manager,LGEMS,3 months ~ 6 months,,,42,False
19503,0.25,AS,47466,End Customer,Enterprise,19.0,,75,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
