bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
0.5,AS,22100,Specifier/ Influencer,Enterprise,0.0,administrative,617,Quotation or Purchase Consultation,etc.,,,ceo/founder,LGECL,,public facility,Others,124,False
0.5,AS,35937,Specifier/ Influencer,SMB,,other,50,Trainings,vrf,,,manager,LGEUS,,public facility,,730,False
1.0,AS,18345,Specifier/ Influencer,SMB,,other,694,Services,chiller,,,other,LGEIN,more than a year,public facility,Others,86,True
1.0,AS,18345,Specifier/ Influencer,SMB,,others,694,Services,chiller,,,others,LGEIN,more than a year,public facility,Others,86,True
1.0,AS,31435,End Customer,Enterprise,0.0,engineering,26,Usage or Technical Consultation,multi-split,,,ceo/founder,LGEEG,less than 3 months,public facility,Sports,51,False
1.0,AS,37479,End Customer,SMB,,legal,6,Services,chiller,,,c-level executive,LGEMC,less than 3 months,public facility,Museum / Gallery,721,False
1.0,AS,47217,Specifier/ Influencer,Enterprise,,engineering,55,Quotation or purchase consultation,rac,,,other,LGESJ,less than 3 months,corporate / office,Engineering,45,True
1.0,AS,43842,End-Customer,SMB,,purchasing,281,Quotation or purchase consultation,etc.,,,associate/analyst,LGESP,more than a year,corporate / office,Healthcare,682,True
0.5,AS,18771,Consultant,Enterprise,0.0,consulting,13,Quotation or purchase consultation,chiller,,,manager,LGEPH,,corporate / office,,16,True
0.75,AS,18267,Specifier/ Influencer,SMB,5.0,engineering,35,Quotation or purchase consultation,single-split,,,associate/analyst,LGEPH,more than a year,corporate / office,Engineering,1,True
0.75,AS,16873,Specifier/ Influencer,Enterprise,,engineering,120,Quotation or purchase consultation,vrf,,,associate/analyst,LGETH,3 months ~ 6 months,corporate / office,Engineering,890,True
1.0,AS,33874,End-Customer,Enterprise,,sales,123,Quotation or purchase consultation,etc.,,,other,LGEIN,9 months ~ 1 year,corporate / office,Others,63,False
1.0,AS,28942,End-Customer,Enterprise,,business development,27,Quotation or purchase consultation,rac,,,ceo/founder,LGESP,more than a year,corporate / office,Telecommunication,38,False
1.0,AS,21128,End-Customer,Enterprise,,administrative,24,Other,vrf,,,manager,LGESP,6 months ~ 9 months,corporate / office,Others,23,False
1.0,AS,44405,End-Customer,Enterprise,3.0,engineering,94,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,9 months ~ 1 year,corporate / office,Mining,97,False
1.0,AS,44939,End-Customer,SMB,,administrative,187,Quotation or purchase consultation,multi-split,,,associate/analyst,LGESP,more than a year,corporate / office,Others,97,False
1.0,AS,29116,Specifier/ Influencer,SMB,,engineering,118,Quotation or purchase consultation,vrf,,,entry level,LGESP,more than a year,corporate / office,Engineering,38,False
0.75,AS,37687,End-Customer,SMB,,sales,205,Quotation or purchase consultation,vrf,,,other,LGESP,,corporate / office,Others,38,False
1.0,AS,44988,End-Customer,SMB,,purchasing,1048,Quotation or purchase consultation,rac,,,other,LGESP,more than a year,corporate / office,,23,False
1.0,AS,39165,End-Customer,Enterprise,,administrative,118,Quotation or purchase consultation,rac,,,other,LGESP,more than a year,corporate / office,Construction,97,False
1.0,AS,33601,Specifier/ Influencer,SMB,0.0,engineering,73,Product Information,single-split,,,other,LGESP,more than a year,corporate / office,Engineering,23,False
1.0,AS,33601,Specifier/ Influencer,SMB,0.0,engineering,73,Product Information,single-split,,,other,LGESP,more than a year,corporate / office,Engineering,23,False
1.0,AS,3536,End-Customer,Enterprise,,administrative,172,Quotation or purchase consultation,single-split,,,director,LGESP,less than 3 months,corporate / office,Engineering,97,False
1.0,AS,24660,End-Customer,Enterprise,,purchasing,107,Quotation or purchase consultation,etc.,,,director,LGESP,more than a year,corporate / office,Others,97,False
1.0,AS,27266,End-Customer,Enterprise,,administrative,147,Quotation or purchase consultation,rac,,,partner,LGESP,more than a year,corporate / office,Finance,23,False
1.0,AS,11239,End-Customer,Enterprise,,product management,1052,Quotation or purchase consultation,vrf,,,other,LGEVH,less than 3 months,corporate / office,Construction,917,False
1.0,AS,13310,End-Customer,SMB,,administrative,294,Quotation or purchase consultation,rac,,,ceo/founder,LGESP,less than 3 months,corporate / office,Others,38,False
1.0,AS,41248,End-Customer,Enterprise,,entrepreneurship,139,Quotation or purchase consultation,single-split,,,ceo/founder,LGESP,more than a year,corporate / office,,97,False
1.0,AS,25781,End-Customer,Enterprise,,business development,286,Other,rac,,,ceo/founder,LGESP,3 months ~ 6 months,corporate / office,Construction,23,False
1.0,AS,25043,End-Customer,Enterprise,,administrative,116,Quotation or purchase consultation,single-split,,,associate/analyst,LGESP,3 months ~ 6 months,corporate / office,Finance,38,False
0.75,AS,11062,End-Customer,SMB,1.0,operations,109,Quotation or purchase consultation,single-split,,,entry level,LGESP,,corporate / office,Developer/Property,646,False
1.0,AS,5330,Specifier/ Influencer,SMB,,engineering,63,Trainings,etc.,,,entry level,LGESP,less than 3 months,corporate / office,Construction,38,False
1.0,AS,2373,End-Customer,SMB,,sales,110,Quotation or purchase consultation,rac,,,other,LGESP,9 months ~ 1 year,corporate / office,Agriculture,38,False
1.0,AS,1241,Specifier/ Influencer,Enterprise,,other,632,Quotation or purchase consultation,multi-split,,,other,LGESP,less than 3 months,corporate / office,,23,False
1.0,AS,12513,End-Customer,Enterprise,,sales,81,Quotation or purchase consultation,rac,,,other,LGESP,more than a year,corporate / office,Others,97,False
1.0,AS,19246,End-Customer,SMB,,finance,111,Other,rac,,,other,LGESP,3 months ~ 6 months,corporate / office,Others,23,False
1.0,AS,14818,End-Customer,SMB,,engineering,4,Quotation or purchase consultation,multi-split,,,director,LGESP,less than 3 months,corporate / office,,97,False
1.0,AS,35644,End-Customer,SMB,,engineering,166,Quotation or purchase consultation,rac,,,intern,LGESP,less than 3 months,corporate / office,,97,False
0.75,AS,14972,End-Customer,Enterprise,,administrative,103,Quotation or purchase consultation,rac,,,c-level executive,LGESP,,corporate / office,Insurance,97,False
0.75,AS,14962,End-Customer,Enterprise,,healthcare services,93,Quotation or purchase consultation,rac,,,partner,LGESP,,corporate / office,Healthcare,38,False
1.0,AS,6723,End-Customer,Enterprise,,education,60,Quotation or purchase consultation,,,,partner,LGESP,less than 3 months,corporate / office,IT/Software,97,False
1.0,AS,43547,Specifier/ Influencer,SMB,3.0,engineering,55,Quotation or purchase consultation,multi-split,,,partner,LGESP,more than a year,corporate / office,Engineering,97,False
1.0,AS,14625,Specifier/ Influencer,Enterprise,,other,21,Other,rac,,,partner,LGESP,less than 3 months,corporate / office,Construction,97,False
0.75,AS,3134,Etc.,SMB,0.0,engineering,7,Trainings,chiller,,,associate/analyst,LGECB,,corporate / office,,648,False
0.75,AS,37948,Technician,Enterprise,,sales,27,Product Information,vrf,,,other,LGECB,,corporate / office,,648,False
0.75,AS,1933,Specifier/ Influencer,SMB,0.0,engineering,36,Product Information,vrf,,,director,LGECB,,corporate / office,,40,False
1.0,AS,14311,End-Customer,SMB,,engineering,13,Quotation or purchase consultation,single-split,,,ceo/founder,LGEEG,less than 3 months,corporate / office,,51,False
1.0,AS,6683,Specifier/ Influencer,Enterprise,0.0,engineering,7,Quotation or purchase consultation,a thermodynamic water heater,,,manager,LGEMS,3 months ~ 6 months,corporate / office,,42,False
1.0,AS,2345,End-Customer,Enterprise,,entrepreneurship,80,Quotation or purchase consultation,rac,,,ceo/founder,LGESP,less than 3 months,corporate / office,Others,97,False
1.0,AS,32596,End-Customer,SMB,,engineering,205,Quotation or purchase consultation,multi-split,,,ceo/founder,LGESP,more than a year,corporate / office,Engineering,97,False
1.0,AS,14901,End-Customer,Enterprise,,other,121,Quotation or purchase consultation,single-split,,,ceo/founder,LGESP,3 months ~ 6 months,corporate / office,Law Firm,23,False
1.0,AS,9422,End-Customer,SMB,0.0,engineering,99,Quotation or purchase consultation,rac,,,manager,LGESP,less than 3 months,corporate / office,Engineering,97,False
1.0,AS,2686,Specifier/ Influencer,Enterprise,,engineering,253,Quotation or purchase consultation,rac,,,manager,LGESP,more than a year,corporate / office,Construction,97,False
1.0,AS,46878,End-Customer,Enterprise,,purchasing,42,Quotation or purchase consultation,single-split,,,manager,LGESP,more than a year,corporate / office,Construction,38,False
1.0,AS,37648,End-Customer,Enterprise,,administrative,1181,Quotation or purchase consultation,rac,,,manager,LGESP,more than a year,corporate / office,,23,False
0.75,AS,42520,End-Customer,SMB,,engineering,502,Quotation or purchase consultation,multi-split,,,associate/analyst,LGESP,,corporate / office,Engineering,38,False
0.75,AS,37530,End-Customer,SMB,,administrative,89,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,,corporate / office,,97,False
1.0,AS,23015,End-Customer,Enterprise,,purchasing,96,Quotation or purchase consultation,single-split,,,director,LGESP,less than 3 months,corporate / office,Construction,97,False
1.0,AS,18508,End-Customer,Enterprise,,purchasing,116,Quotation or purchase consultation,multi-split,,,director,LGESP,more than a year,corporate / office,Others,38,False
1.0,AS,9751,End-Customer,Enterprise,,sales,66,Quotation or purchase consultation,rac,,,director,LGESP,more than a year,corporate / office,Agriculture,38,False
1.0,AS,28266,End-Customer,SMB,,purchasing,113,Quotation or purchase consultation,multi-split,,,partner,LGESP,less than 3 months,corporate / office,Law Firm,38,False
1.0,AS,6460,End-Customer,SMB,,information technology,130,Quotation or purchase consultation,multi-split,,,partner,LGESP,less than 3 months,corporate / office,IT/Software,38,False
1.0,AS,923,End-Customer,SMB,,administrative,23,Quotation or purchase consultation,vrf,,,partner,LGESP,more than a year,corporate / office,Others,38,False
1.0,AS,35416,End-Customer,SMB,0.0,administrative,140,Quotation or purchase consultation,multi-split,,,partner,LGESP,more than a year,corporate / office,Others,97,False
1.0,AS,32627,End-Customer,SMB,,finance,138,Quotation or purchase consultation,multi-split,,,partner,LGESP,more than a year,corporate / office,Engineering,38,False
1.0,AS,18622,End-Customer,SMB,,finance,219,Quotation or purchase consultation,rac,,,partner,LGESP,more than a year,corporate / office,Distribution Center,97,False
1.0,AS,9250,End-Customer,SMB,,healthcare services,174,Quotation or purchase consultation,multi-split,,,partner,LGESP,more than a year,corporate / office,Healthcare,97,False
1.0,AS,28913,End-Customer,SMB,,human resources,236,Quotation or purchase consultation,multi-split,,,entry level,LGEPL,less than 3 months,corporate / office,Energy,694,False
1.0,AS,21609,Specifier/ Influencer,SMB,,engineering,320,Quotation or purchase consultation,etc.,,,associate/analyst,LGECB,less than 3 months,corporate / office,IT/Software,40,False
1.0,AS,33707,Installer/Contractor,SMB,0.0,engineering,47,Quotation or purchase consultation,ventilation,,,other,LGECB,3 months ~ 6 months,corporate / office,,39,False
0.75,AS,9543,Specifier/ Influencer,Enterprise,,operations,65,Product Information,rac,,,director,LGECB,,corporate / office,Engineering,649,False
1.0,AS,33707,Installer/Contractor,SMB,0.0,engineering,3,Product Information,vrf,,,business development,LGECB,3 months ~ 6 months,corporate / office,,39,False
1.0,AS,46586,Specifier/ Influencer,Enterprise,,engineering,34,Quotation or Purchase Consultation,vrf,,,ceo/founder,LGETK,less than 3 months,corporate / office,,103,False
0.75,AS,12200,Specifier/ Influencer,SMB,,consulting,189,Quotation or purchase consultation,vrf,,,other,LGETK,,corporate / office,Others,103,False
0.75,AS,15929,Specifier/ Influencer,Enterprise,,administrative,48,Quotation or purchase consultation,vrf,,,partner,LGETK,,corporate / office,Construction,103,False
0.75,AS,11260,End-Customer,Enterprise,,business development,678,Quotation or purchase consultation,vrf,,,manager,LGEVH,,corporate / office,Others,760,False
1.0,AS,19725,Specifier/ Influencer,SMB,,engineering,45,Trainings,vrf,,,ceo/founder,LGEMS,less than 3 months,corporate / office,,42,False
0.75,AS,32686,End-Customer,Enterprise,,engineering,28,Quotation or purchase consultation,etc.,,,c-level executive,LGEPH,,corporate / office,Engineering,15,False
1.0,AS,1634,End-Customer,Enterprise,0.0,administrative,67,Quotation or purchase consultation,rac,,,ceo/founder,LGESP,more than a year,corporate / office,Agriculture,38,False
1.0,AS,42949,End-Customer,Enterprise,,other,61,Quotation or purchase consultation,rac,,,ceo/founder,LGESP,more than a year,corporate / office,,38,False
1.0,AS,18471,End-Customer,SMB,,finance,41,Quotation or purchase consultation,multi-split,,,ceo/founder,LGESP,more than a year,corporate / office,,38,False
1.0,AS,20671,End-Customer,Enterprise,,administrative,1025,Quotation or purchase consultation,etc.,,,manager,LGESP,more than a year,corporate / office,Healthcare,38,False
1.0,AS,21932,End-Customer,SMB,,administrative,163,Quotation or purchase consultation,multi-split,,,manager,LGESP,more than a year,corporate / office,Others,97,False
1.0,AS,12501,End-Customer,SMB,,administrative,119,Quotation or purchase consultation,single-split,,,associate/analyst,LGESP,9 months ~ 1 year,corporate / office,,646,False
1.0,AS,39166,Specifier/ Influencer,SMB,,engineering,47,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,less than 3 months,corporate / office,Construction,23,False
1.0,AS,39166,End-Customer,SMB,,engineering,76,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,less than 3 months,corporate / office,Engineering,23,False
1.0,AS,10573,End-Customer,SMB,,purchasing,91,Quotation or purchase consultation,rac,,,associate/analyst,LGESP,more than a year,corporate / office,Engineering,23,False
1.0,AS,7900,End-Customer,SMB,,purchasing,457,Quotation or purchase consultation,single-split,,,associate/analyst,LGESP,more than a year,corporate / office,Engineering,23,False
1.0,AS,14329,End-Customer,Enterprise,,purchasing,48,Quotation or purchase consultation,rac,,,associate/analyst,LGESP,more than a year,corporate / office,Engineering,97,False
1.0,AS,45996,End-Customer,SMB,,operations,50,Quotation or purchase consultation,multi-split,,,associate/analyst,LGESP,more than a year,corporate / office,IT/Software,23,False
1.0,AS,41929,End-Customer,SMB,,operations,91,Quotation or purchase consultation,,,,associate/analyst,LGESP,more than a year,corporate / office,IT/Software,97,False
1.0,AS,43742,End-Customer,Enterprise,0.0,administrative,87,Services,single-split,,,associate/analyst,LGESP,more than a year,corporate / office,Telecommunication,23,False
1.0,AS,32304,End-Customer,SMB,1.0,administrative,586,Quotation or purchase consultation,single-split,,,other,LGESP,more than a year,corporate / office,Construction,38,False
1.0,AS,18918,End-Customer,SMB,,business development,261,Quotation or purchase consultation,multi-split,,,other,LGESP,more than a year,corporate / office,Others,38,False
1.0,AS,1529,End-Customer,SMB,0.0,purchasing,69,Product Information,rac,,,other,LGESP,more than a year,corporate / office,Engineering,23,False
1.0,AS,37823,End-Customer,SMB,,engineering,134,Quotation or purchase consultation,single-split,,,director,LGESP,less than 3 months,corporate / office,Engineering,23,False
0.75,AS,8718,Specifier/ Influencer,SMB,,engineering,147,Quotation or purchase consultation,rac,,,ceo/founder,LGECB,,corporate / office,IT/Software,101,False
1.0,AS,39327,End-Customer,Enterprise,,,86,Quotation or purchase consultation,vrf,,,ceo/founder,LGECB,more than a year,corporate / office,,40,False
1.0,AS,6263,End-Customer,Enterprise,,administrative,152,Quotation or purchase consultation,single-split,,,manager,LGECB,less than 3 months,corporate / office,Entertainment,39,False
1.0,AS,8245,End-Customer,SMB,,administrative,69,Quotation or purchase consultation,single-split,,,associate/analyst,LGECB,less than 3 months,corporate / office,Logistics,699,False
0.75,AS,38738,Specifier/ Influencer,SMB,,consulting,218,Quotation or purchase consultation,single-split,,,other,LGECB,,corporate / office,Telecommunication,40,False
1.0,AS,21631,Installer/Contractor,Enterprise,,engineering,23,Technical Support,vrf,,,operations,LGECB,more than a year,corporate / office,,39,False
0.75,AS,21270,End-Customer,SMB,,engineering,375,Quotation or purchase consultation,vrf,,,partner,LGETK,,corporate / office,,103,False
1.0,AS,17308,End-Customer,Enterprise,,engineering,622,Quotation or purchase consultation,rac,,,vice president,LGEMS,more than a year,corporate / office,,42,False
1.0,AS,28292,End-Customer,Enterprise,,other,1054,Other,vrf,,,other,LGEAR,less than 3 months,corporate / office,Healthcare,742,False
1.0,AS,33981,End-Customer,Enterprise,,entrepreneurship,176,Quotation or purchase consultation,vrf,,,director,LGEIN,9 months ~ 1 year,corporate / office,Construction,870,False
1.0,AS,14150,End-Customer,Enterprise,,engineering,125,Quotation or purchase consultation,single-split,,,ceo/founder,LGESP,more than a year,corporate / office,Engineering,38,False
1.0,AS,39641,End-Customer,SMB,,administrative,90,Quotation or purchase consultation,single-split,,,manager,LGESP,more than a year,corporate / office,Energy,38,False
1.0,AS,26472,End-Customer,SMB,,administrative,142,Quotation or purchase consultation,rac,,,manager,LGESP,3 months ~ 6 months,corporate / office,Others,23,False
1.0,AS,33532,Specifier/ Influencer,Enterprise,,engineering,436,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,less than 3 months,corporate / office,Engineering,97,False
1.0,AS,33532,Specifier/ Influencer,SMB,,engineering,220,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,less than 3 months,corporate / office,Engineering,953,False
1.0,AS,28320,End-Customer,SMB,,engineering,243,Quotation or purchase consultation,rac,,,associate/analyst,LGESP,more than a year,corporate / office,Law Firm,38,False
1.0,AS,27461,End-Customer,Enterprise,,purchasing,170,Quotation or purchase consultation,single-split,,,associate/analyst,LGESP,more than a year,corporate / office,,38,False
1.0,AS,22434,End-Customer,Enterprise,,purchasing,123,Quotation or purchase consultation,rac,,,associate/analyst,LGESP,more than a year,corporate / office,Others,646,False
1.0,AS,29789,Specifier/ Influencer,SMB,0.0,engineering,512,Services,single-split,,,associate/analyst,LGESP,more than a year,corporate / office,Engineering,23,False
1.0,AS,39305,Specifier/ Influencer,Enterprise,,administrative,97,Quotation or purchase consultation,single-split,,,entry level,LGESP,less than 3 months,corporate / office,Engineering,680,False
1.0,AS,33664,End-Customer,SMB,,purchasing,54,Quotation or purchase consultation,rac,,,entry level,LGESP,more than a year,corporate / office,Others,97,False
0.75,AS,14561,End-Customer,Enterprise,,purchasing,31,Quotation or purchase consultation,single-split,,,other,LGESP,,corporate / office,Construction,97,False
1.0,AS,39165,End-Customer,Enterprise,,purchasing,326,Quotation or purchase consultation,rac,,,other,LGESP,more than a year,corporate / office,Construction,97,False
1.0,AS,12948,Specifier/ Influencer,Enterprise,,program and project management,202,Quotation or purchase consultation,vrf,,,c-level executive,LGECB,more than a year,corporate / office,Construction,648,False
1.0,AS,14478,End-Customer,SMB,,engineering,63,Quotation or purchase consultation,vrf,,,ceo/founder,LGETK,less than 3 months,corporate / office,Construction,103,False
1.0,AS,9877,End-Customer,Enterprise,0.0,engineering,81,Quotation or purchase consultation,vrf,,,associate/analyst,LGEMS,3 months ~ 6 months,corporate / office,Engineering,42,False
1.0,AS,47001,End-Customer,SMB,,sales,294,Quotation or purchase consultation,vrf,,,ceo/founder,LGEMK,less than 3 months,corporate / office,,710,False
0.75,AS,33518,Specifier/ Influencer,Enterprise,,engineering,91,Services,heating,,,ceo/founder,LGEMK,,corporate / office,Engineering,711,False
1.0,AS,3349,Specifier/ Influencer,Enterprise,,administrative,41,Quotation or purchase consultation,rac,,,partner,LGEIL,3 months ~ 6 months,corporate / office,Consulting,49,False
1.0,AS,39030,Specifier/ Influencer,SMB,,business development,175,Quotation or purchase consultation,single-split,,,manager,LGESP,more than a year,corporate / office,Engineering,97,False
1.0,AS,488,End-Customer,SMB,,purchasing,319,Quotation or purchase consultation,multi-split,,,associate/analyst,LGESP,more than a year,corporate / office,Holdings,38,False
1.0,AS,6191,End-Customer,Enterprise,,finance,41,Quotation or purchase consultation,rac,,,director,LGESP,more than a year,corporate / office,Finance,38,False
1.0,AS,39273,End-Customer,Enterprise,,administrative,263,Quotation or purchase consultation,rac,,,partner,LGESP,more than a year,corporate / office,,23,False
0.75,AS,45355,Specifier/ Influencer,SMB,,purchasing,178,Quotation or purchase consultation,vrf,,,manager,LGETK,,corporate / office,Construction,103,False
0.75,AS,19664,Specifier/ Influencer,Enterprise,,engineering,18,Sales Inquiry,single-split,,,ceo/founder,LGEPH,less than 3 months,corporate / office,,599,False
0.5,AS,33992,End-Customer,SMB,,purchasing,694,Quotation or purchase consultation,etc.,,,other,LGEIN,,corporate / office,Others,955,False
0.5,AS,12835,End-Customer,Enterprise,,administrative,160,Quotation or purchase consultation,single-split,,,ceo/founder,LGESP,,corporate / office,Others,97,False
0.75,AS,28972,End-Customer,Enterprise,,other,47,Sales Inquiry,rac,,,ceo/founder,LGESP,3 months ~ 6 months,corporate / office,,38,False
0.5,AS,29669,End-Customer,SMB,,engineering,566,Quotation or purchase consultation,vrf,,,manager,LGESP,,corporate / office,Telecommunication,97,False
0.5,AS,3145,Specifier/ Influencer,Enterprise,,engineering,173,Quotation or purchase consultation,vrf,,,manager,LGESP,,corporate / office,Engineering,97,False
0.5,AS,13426,End-Customer,SMB,,purchasing,204,Quotation or purchase consultation,multi-split,,,manager,LGESP,,corporate / office,IT/Software,38,False
0.5,AS,8059,End-Customer,SMB,,administrative,498,Quotation or purchase consultation,single-split,,,manager,LGESP,,corporate / office,,38,False
0.5,AS,18369,End-Customer,SMB,,administrative,732,Quotation or purchase consultation,vrf,,,manager,LGESP,,corporate / office,Law Firm,97,False
0.5,AS,45642,Specifier/ Influencer,SMB,,sales,310,Quotation or purchase consultation,vrf,,,manager,LGESP,,corporate / office,Engineering,97,False
0.5,AS,769,Specifier/ Influencer,SMB,,operations,113,Quotation or purchase consultation,vrf,,,manager,LGESP,,corporate / office,Others,23,False
0.5,AS,9111,Specifier/ Influencer,Enterprise,,operations,177,Quotation or purchase consultation,etc.,,,manager,LGESP,,corporate / office,,23,False
0.5,AS,17747,End-Customer,SMB,,operations,59,Quotation or purchase consultation,multi-split,,,manager,LGESP,,corporate / office,,97,False
0.5,AS,5437,End-Customer,SMB,0.0,finance,754,Quotation or purchase consultation,rac,,,manager,LGESP,,corporate / office,Banking,23,False
0.75,AS,8943,End-Customer,Enterprise,3.0,purchasing,105,Quotation or purchase consultation,etc.,,,manager,LGESP,more than a year,corporate / office,Construction,38,False
0.5,AS,25996,End-Customer,SMB,,engineering,83,Trainings,vrf,,,manager,LGESP,,corporate / office,Engineering,646,False
0.75,AS,32612,Specifier/ Influencer,SMB,,administrative,238,Trainings,etc.,,,manager,LGESP,more than a year,corporate / office,Others,23,False
0.5,AS,20365,End-Customer,SMB,,engineering,164,Quotation or purchase consultation,multi-split,,,associate/analyst,LGESP,,corporate / office,Construction,23,False
0.5,AS,39166,Specifier/ Influencer,SMB,,engineering,45,Quotation or purchase consultation,etc.,,,associate/analyst,LGESP,,corporate / office,,38,False
0.5,AS,45954,End-Customer,SMB,,engineering,146,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,,corporate / office,Logistics,38,False
0.5,AS,11539,Specifier/ Influencer,Enterprise,,engineering,666,Quotation or purchase consultation,multi-split,,,associate/analyst,LGESP,,corporate / office,Others,97,False
0.5,AS,32899,End-Customer,SMB,,purchasing,215,Quotation or purchase consultation,single-split,,,associate/analyst,LGESP,,corporate / office,,38,False
0.5,AS,7269,End-Customer,SMB,,purchasing,51,Quotation or purchase consultation,rac,,,associate/analyst,LGESP,,corporate / office,Manufacturing,97,False
0.5,AS,25231,End-Customer,SMB,,purchasing,195,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,,corporate / office,Distribution Center,97,False
0.5,AS,11371,End-Customer,SMB,,business development,426,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,,corporate / office,Others,97,False
0.5,AS,10582,End-Customer,Enterprise,,support,107,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,,corporate / office,Engineering,97,False
0.5,AS,34473,Specifier/ Influencer,SMB,,arts and design,375,Usage or technical consultation,single-split,,,associate/analyst,LGESP,,corporate / office,Construction,38,False
0.5,AS,45404,End-Customer,SMB,,finance,508,Product Information,etc.,,,associate/analyst,LGESP,,corporate / office,Others,38,False
0.5,AS,5330,Specifier/ Influencer,SMB,,engineering,36,Quotation or purchase consultation,vrf,,,entry level,LGESP,,corporate / office,,38,False
0.5,AS,42836,End-Customer,SMB,,purchasing,59,Quotation or purchase consultation,rac,,,entry level,LGESP,,corporate / office,Healthcare,97,False
0.5,AS,15851,Specifier/ Influencer,SMB,,operations,83,Quotation or purchase consultation,vrf,,,entry level,LGESP,,corporate / office,,621,False
0.75,AS,31260,End-Customer,Enterprise,16.0,administrative,150,Quotation or purchase consultation,multi-split,,,entry level,LGESP,more than a year,corporate / office,Engineering,97,False
0.75,AS,32103,Specifier/ Influencer,SMB,,sales,66,Quotation or purchase consultation,single-split,,,entry level,LGESP,more than a year,corporate / office,Construction,38,False
0.5,AS,8264,End-Customer,SMB,,engineering,74,Usage or technical consultation,vrf,,,entry level,LGESP,,corporate / office,,38,False
0.75,AS,39305,Specifier/ Influencer,Enterprise,,administrative,42,Sales Inquiry,single-split,,,entry level,LGESP,3 months ~ 6 months,corporate / office,Engineering,680,False
0.75,AS,13902,End-Customer,Enterprise,,other,2,Quotation or purchase consultation,vrf,,,entry level,LGESP,3 months ~ 6 months,corporate / office,Others,97,False
0.75,AS,41226,Specifier/ Influencer,Enterprise,,operations,39,Trainings,vrf,,,entry level,LGESP,3 months ~ 6 months,corporate / office,,97,False
0.5,AS,26300,End-Customer,SMB,,engineering,1060,Quotation or purchase consultation,single-split,,,other,LGESP,,corporate / office,,23,False
0.5,AS,7100,End-Customer,SMB,,purchasing,148,Quotation or purchase consultation,single-split,,,other,LGESP,,corporate / office,Others,38,False
0.5,AS,27621,End-Customer,SMB,,purchasing,372,Quotation or purchase consultation,rac,,,other,LGESP,,corporate / office,Pharmaceutical,97,False
0.5,AS,23109,End-Customer,SMB,,administrative,108,Quotation or purchase consultation,single-split,,,other,LGESP,,corporate / office,,23,False
0.5,AS,43854,End-Customer,SMB,,administrative,69,Quotation or purchase consultation,rac,,,other,LGESP,,corporate / office,,97,False
0.5,AS,5524,End-Customer,SMB,,administrative,391,Quotation or purchase consultation,multi-split,,,other,LGESP,,corporate / office,Law Firm,97,False
0.5,AS,19715,End-Customer,SMB,,other,195,Quotation or purchase consultation,rac,,,other,LGESP,,corporate / office,,680,False
0.75,AS,28049,End-Customer,Enterprise,,purchasing,124,Quotation or purchase consultation,vrf,,,other,LGESP,more than a year,corporate / office,Engineering,23,False
0.75,AS,39164,End-Customer,Enterprise,,sales,54,Quotation or purchase consultation,rac,,,other,LGESP,more than a year,corporate / office,,97,False
0.5,AS,34333,End-Customer,Enterprise,,engineering,43,Quotation or purchase consultation,single-split,,,director,LGESP,,corporate / office,Engineering,23,False
0.5,AS,35634,End-Customer,Enterprise,,engineering,275,Quotation or purchase consultation,multi-split,,,director,LGESP,,corporate / office,Engineering,38,False
0.5,AS,16429,End-Customer,SMB,1.0,engineering,280,Quotation or purchase consultation,rac,,,director,LGESP,,corporate / office,,38,False
0.5,AS,12335,End-Customer,Enterprise,,administrative,237,Quotation or purchase consultation,rac,,,director,LGESP,,corporate / office,Advertising,97,False
0.5,AS,14395,End-Customer,Enterprise,,administrative,138,Quotation or purchase consultation,single-split,,,director,LGESP,,corporate / office,Others,97,False
0.5,AS,28651,End-Customer,SMB,,product management,57,Quotation or purchase consultation,single-split,,,director,LGESP,,corporate / office,Entertainment,97,False
0.75,AS,6190,End-Customer,Enterprise,,finance,55,Sales Inquiry,rac,,,director,LGESP,less than 3 months,corporate / office,Finance,38,False
0.5,AS,18575,Specifier/ Influencer,SMB,,support,223,Quotation or purchase consultation,vrf,,,intern,LGESP,,corporate / office,Construction,97,False
0.75,AS,14406,End-Customer,Enterprise,,real estate,51,Quotation or purchase consultation,etc.,,,intern,LGESP,6 months ~ 9 months,corporate / office,Law Firm,38,False
0.5,AS,7754,End-Customer,Enterprise,,media and communication,113,Quotation or purchase consultation,rac,,,c-level executive,LGESP,,corporate / office,Broadcasting & Media,97,False
0.5,AS,2794,Specifier/ Influencer,SMB,,engineering,891,Quotation or purchase consultation,rac,,,partner,LGESP,,corporate / office,Construction,23,False
